Date,Open,High,Low,Close,Adj Close,Volume
2021-02-02,85.62000274658203,86.97000122070312,85.3499984741211,86.58999633789062,74.02208709716797,2678902
2021-02-03,87.20999908447266,88.4800033569336,87.12000274658203,87.58999633789062,74.87694549560547,2455634
2021-02-04,87.87000274658203,88.12999725341797,86.76000213623047,87.05999755859375,74.42388153076172,2315913
2021-02-05,88.19999694824219,88.88999938964844,87.8499984741211,88.63999938964844,75.77454376220703,2242933
2021-02-08,88.80000305175781,89.19999694824219,88.5999984741211,88.62000274658203,75.75745391845703,1820303
2021-02-09,88.37999725341797,88.70999908447266,87.04000091552734,87.41999816894531,74.73162841796875,1882826
2021-02-10,88.0,88.47000122070312,85.7699966430664,86.12000274658203,73.62032318115234,3228687
2021-02-11,85.94000244140625,87.19000244140625,85.25,87.05000305175781,74.41532897949219,2322335
2021-02-12,87.0,87.7300033569336,86.3499984741211,86.87000274658203,74.26145935058594,2235993
2021-02-15,87.0999984741211,87.19999694824219,86.3499984741211,86.58999633789062,74.02208709716797,2396310
2021-02-16,85.16000366210938,85.91000366210938,84.88999938964844,85.91000366210938,74.73542785644531,4133771
2021-02-17,85.4000015258789,85.73500061035156,84.04000091552734,84.27999877929688,73.31745910644531,2340499
2021-02-18,84.08000183105469,84.2699966430664,82.80000305175781,83.62000274658203,72.7433090209961,3373355
2021-02-19,83.0999984741211,83.56999969482422,81.6500015258789,82.51000213623047,71.77767944335938,4206236
2021-02-22,82.51000213623047,82.55000305175781,81.72000122070312,81.9000015258789,71.24702453613281,2071470
2021-02-23,81.94000244140625,83.4000015258789,81.5999984741211,83.29000091552734,72.45622253417969,2047232
2021-02-24,83.2699966430664,83.55000305175781,82.30999755859375,82.77999877929688,72.01255798339844,1709865
2021-02-25,83.5199966430664,84.16000366210938,83.31999969482422,83.69999694824219,72.81289672851562,2379912
2021-02-26,82.63999938964844,83.66000366210938,81.55999755859375,81.55999755859375,70.95124816894531,3900672
2021-03-01,81.9000015258789,84.13999938964844,81.79000091552734,84.11000061035156,73.16956329345703,2483224
2021-03-02,84.61000061035156,85.2699966430664,84.37000274658203,84.48999786376953,73.5001449584961,2100089
2021-03-03,84.25,85.4000015258789,84.25,85.4000015258789,74.2917709350586,2216522
2021-03-04,85.70999908447266,86.37999725341797,84.80999755859375,86.37999725341797,75.14430236816406,3528772
2021-03-05,86.4000015258789,86.80000305175781,85.52999877929688,86.44999694824219,75.20518493652344,3125494
2021-03-08,87.83000183105469,88.66000366210938,87.23999786376953,87.31999969482422,75.9620361328125,2592114
2021-03-09,88.44999694824219,88.98999786376953,87.66999816894531,87.88999938964844,76.45789337158203,2381197
2021-03-10,87.98999786376953,88.0,86.72000122070312,86.72000122070312,75.44007110595703,2059023
2021-03-11,87.81999969482422,87.87999725341797,85.7699966430664,86.44999694824219,75.20518493652344,2295069
2021-03-12,86.56999969482422,86.9800033569336,86.16999816894531,86.48999786376953,75.23999786376953,1436474
2021-03-15,86.51000213623047,86.98999786376953,85.76000213623047,86.4000015258789,75.16171264648438,1984298
2021-03-16,86.58999633789062,87.72000122070312,86.51000213623047,87.18000030517578,75.84024047851562,2770885
2021-03-17,86.93000030517578,87.87999725341797,86.4000015258789,87.11000061035156,75.77935028076172,2412813
2021-03-18,86.91999816894531,86.99500274658203,85.51000213623047,85.75,74.59623718261719,4351783
2021-03-19,85.5,85.79000091552734,84.4000015258789,84.70999908447266,73.69151306152344,9528922
2021-03-22,84.69999694824219,85.36000061035156,83.94499969482422,85.08000183105469,74.0134048461914,1718564
2021-03-23,84.22000122070312,85.36499786376953,84.19999694824219,84.7699966430664,73.74372100830078,1668194
2021-03-24,85.05000305175781,86.47000122070312,84.70999908447266,86.37000274658203,75.13560485839844,2100578
2021-03-25,86.19000244140625,86.9800033569336,85.79000091552734,86.54000091552734,75.28349304199219,2145117
2021-03-26,86.81999969482422,87.05999755859375,85.93000030517578,86.0,74.81371307373047,2506871
2021-03-29,86.16999816894531,86.5999984741211,85.47000122070312,85.56999969482422,74.43966674804688,1559267
2021-03-30,85.66000366210938,86.41999816894531,85.12999725341797,85.4000015258789,74.2917709350586,1725824
2021-03-31,86.01000213623047,87.13999938964844,85.80000305175781,86.0999984741211,74.90071868896484,3266727
2021-04-01,85.94999694824219,86.37000274658203,85.52999877929688,86.20999908447266,74.99640655517578,1828365
2021-04-06,86.94999694824219,86.94999694824219,86.02999877929688,86.02999877929688,74.83982849121094,2032271
2021-04-07,86.05999755859375,86.7300033569336,85.7300033569336,86.52999877929688,75.27478790283203,1941057
2021-04-08,86.9000015258789,87.86499786376953,86.73999786376953,87.12000274658203,75.78804779052734,2641603
2021-04-09,87.19999694824219,87.48999786376953,86.44000244140625,87.12999725341797,75.79673767089844,1644070
2021-04-12,87.11000061035156,87.44999694824219,86.44999694824219,86.72000122070312,75.44007110595703,1568333
2021-04-13,86.6500015258789,87.47000122070312,86.62999725341797,87.19000244140625,75.84894561767578,1578334
2021-04-14,87.25,87.9000015258789,87.02999877929688,87.80000305175781,76.37960052490234,2014595
2021-04-15,88.0,88.0,87.1500015258789,87.91000366210938,76.47528839111328,1921598
2021-04-16,87.68000030517578,88.01000213623047,87.44999694824219,87.98999786376953,76.54487609863281,2825845
2021-04-19,88.48999786376953,89.08000183105469,88.12000274658203,88.83999633789062,77.28431701660156,2140964
2021-04-20,88.69000244140625,88.83000183105469,87.56999969482422,87.73999786376953,76.32740783691406,1835450
